id	text	hate_type	hate_severity	to_whom
394093	হাসিনার দশাও এমন হবে যা শুরু করেছ	Abusive	Mild	Individual
144576	এমন এম্পী চাই	None	Little to None	None
36644	সবাই ঈদ এর আনন্দ পাচ্ছে এত ঘৃনা কেন	Abusive	Little to None	Organization
268132	মুখে মুখে চলে	None	Little to None	None
769964	শাজা প্রকাশ্যে না দিলে মানুষ দেখে শিক্ষা গ্রহন করবে কি করে	None	Little to None	None
851860	তুই একটা বাউর	Abusive	Mild	Individual
766186	ইউক্রেন সঠিক কথা বলেছে নিজের উপর হামলা চলতে থাকলে আলোচনায় কিভাবে বুঝবে রাশিয়া অন্যায় ভাবে ইউক্রেনের উপর অত্যাচার করছে নেটোর উপর যদি এতই খুব থাকে নেটোর কারণে যদি ইউক্রেনের উপর আক্রমণ করে থাকে তাহলে রাশিয়া নিজেকে এত শক্তিশালী ভেবে থাকে তাহলে নেটোর উপর আক্রমণ করতে পারতেছে না সেই ক্ষমতা কি নেই শুধু মুখে মুখে নিজেকে ক্ষমতা রাষ্ট্র বলে	None	Little to None	None
254229	বাজে কমেন্ট করার শোয়োরের পাল গুলো কে দেখছি না কোথায়	Profane	Severe	Community
614688	আওয়ামী লীগ বিএনপি কোন দল চাইনা এই দেশে কেউই ভালো না সবাই দুর্নীতিবাজ বিএনপি ও দুর্নীতি করেছে আওয়ামী লীগ ও করছে	Political Hate	Severe	Organization
148216	এইসব বেজোরমার বাচ্চা গো জন্ম ঠিক নাই তার জন্য গড়িবের জমি দখল করে টাকা মেরে খাওয়ার ধান্দা	Profane	Severe	Community
831462	এক জেলেনেস্কি ইহুদীর লোভের কারণে এই মানুষ গুলোর এই বেহাল অবস্থা	Abusive	Mild	Community
877394	নেপালে হলে তো বাংলাদেশ বিমানবন্দরে আগেই বলা হত যে লাগিজ ভাঙ্গা জাতি জানে কারা করেছে	None	Little to None	None
321671	মানবতার অনন্য নিদর্শন	None	Little to None	None
869035	ভাইজীবনেও হামজা বাংলাদেশের হয়ে খেলবে না	None	Little to None	None
521389	এটাই জিবোন বেরতো জিবোন	None	Little to None	None
342970	এটা কি সময় টিভি র প্রতিবেদন বিশ্বাস হচ্ছে না	None	Little to None	None
445577	জঙ্গি তোর বাপ তোর মাও সংগীত ঘুমের সংবাদ দেন	Abusive	Severe	Individual
780999	তাঁর আগে ছিলভারতবর্ষ সেটা তো বল্ললেন না	None	Little to None	None
884316	হালার ঘরে হালার সাংবাদিক রে এক ম্যাচ দেখেই বাল ফালাইতেছে	Profane	Severe	Individual
399928	কলকাতা ভারত সরকার মতামাত সিও সাহিন	None	Little to None	None
414639	বিএনপির ষড়যন্ত্রকারীরা বারবার আমেরিকাকে অনুরোধ করছে কারন তারা জানে দল হিসেবে তাদের বাংলাদেশে কোন অস্তিত্ব নেই ইলেকশনে গেলে তাদের পরাজয় নিশ্চিত সেজন্য বার বার তারা চাচ্ছে আমেরিকা যেন তাদের কোলে করে ক্ষমতায় বসিয়ে দেয় একটা দল কতটা দেউলিয়া এতে বোঝা যায়	Political Hate	Severe	Organization
65715	আর কোনো লাভ নেই সব কান্না কাটির পত এবার বন্ধ চুরি করে লন্ডনে বসে দল চালানো যায় না যদি মির্জা ফখরুল সাহেব না থাকতো এ দলটিতে তাহলে বি এন পির গন্ধ ও বাংলার জমিনে থাকতো নাসালা চুর কে বাদ দিয়ে দল গটন করুন এখনো সময় আছে শেখ হাসিনা চিলো শেখ হাসিনা থাকবে কিছুই করতে পারবেন না এসব ফালতু মিটিং মিছিল বন্ধ করুন	Political Hate	Severe	Individual
832206	এখন বাংলাদেশে করোনা ভাইরাসে আক্রন্ত হবে	None	Little to None	None
841590	আমাদের এলাকায় ও কালবৈশাখি হইছেইফতারের একটু আগেতার কারনে অবশ্য ৪ঘন্টা লোডশেডিং সহ্য করতে হইছে	None	Little to None	None
593583	প্রতি ইউনিট ১৭ টাকা করে কিনে কেমনে বলেন সাশ্রয়ী দামে কিনছেন	None	Little to None	None
777	পুরো দেশটাই হাসিনা বার্ণ ইউনিট	None	Little to None	None
152172	এদের ক্রস ফায়ার এ হত্যার অনুরোধ করছি	Abusive	Severe	Organization
548482	ঘরের কথা পরে জানলো কি করেনিজের দোষ পরকে বলে সত্য প্রকাশ হলে মিথ্যা বিলুপ্ত হয়এরাও হবেজনগন বোবা বধি অন্ধ নয় ক্ষমতা ছেড়ে ভোট দিবিফাঁসি দড়ি গলায় পড়বি বি ডি আর হত্যা আর হেফাজতে মৃত্যু রাজসাক্ষী	Political Hate	Mild	Individual
317923	সে দেখি কথা বলে	None	Little to None	None
647845	বাড়ার সময় বাড়ে ৪০৫০ টাকাআর কমার সময় ৫ টাকাআমার মনে হয় দাম না কমিয়ে আরো টাকা বাড়িয়ে আপনাদের পকেট ভারী করুন নয়তো সুইস ব্যাংকে কি ভাবে টাকা জমা রাখবেন	None	Little to None	None
4212	বাংলাদেশেও মনে হয় এমন হবে খুব তাড়াতাড়ি	None	Little to None	None
263612	শুয়ারের বাচ্চা জারজ	Profane	Severe	Individual
781940	ফেসবুকের ঠেকা পরছে	None	Little to None	None
575119	এই অবধান এর মুল কারিগর	None	Little to None	None
804619	বুরো জিন বাইডেন পাগল হয়ে গেছে	Abusive	Mild	Individual
150162	সেতে সরকারকে সস্তা মনে করে পুলিশের উপর কোনো ঔষধ নাই	None	Little to None	None
822138	প্রতিটি জেলার কারিগরি প্রশিক্ষণ ব্যবস্থা করা উচিৎ	None	Little to None	None
491284	স্কুলগুলো বন্ধ করে না কেন	None	Little to None	None
447441	এরা কারা হ্যাঁ	None	Little to None	None
532164	এই খবর দিয়া কি বুজাইলেন আপনারা যে আয়জাইরা তা বুজতে বাকি নাই	Abusive	Mild	Community
663435	এগিয়ে যাও বাংলাদেশ নৌ বাহিনী	None	Little to None	None
141090	ভিডিও টা জাতি দেখতে চাই	None	Little to None	None
866819	গলা দিয়ে কি খায়	None	Little to None	None
498506	আমার ছোট বেলার কথা মনে পরে গেল	None	Little to None	None
711893	ট্যেকনিক্যাল প্রভলেম আশা করি সঠিক হয়ে যাবে	None	Little to None	None
837210	কাউয়া কাদার ওবায়দুল কাদের আওয়ামী লীগের সাধারণ সম্পাদক কাউয়া কাদের তোর বাপ ছিল রাজাকার কাউয়া কাঁদার রাজাকারের বাচ্চা রাজাকার আওয়ামী লীগে মোট রাজাকারের ৮০ লোক রাজাকার	Abusive	Severe	Individual
292488	পুলিশ বা সরকার একা কিছুই করতে পারবে না জনগন একটু দায়িত্ব নিতে হলে নিজেরদের নিরাপদ রাখতে নিজের পরিবারকে নিরাপদে রাখতে এগিয়ে আসুন	None	Little to None	None
253072	ছাত্রলীগ ভোট ছাড়াই তাদের জিতিয়ে দিবে	Political Hate	Mild	Organization
254978	জিটুয়েন্টি সম্মেলন এরপর থেকে বিএনপির সহ্য হচ্ছে না ভাদ্র মাসের গরম ওদের ডাবল লাগছে অনেক ঝাল খাইলে বোম্বে মরিচ খাওয়ার পর যেরকম পাছা জলে বি এন পির সবগুলোর এখন ওই অবস্থা	Political Hate	Mild	Organization
149854	অভিযান চলোমান থাকতে হবে হকার মুক্ত বাংলাদেশ চাই	None	Little to None	None
751427	হারামকে অনুমতি দেয়ার সুযোগ কোন মুসলামানের নাই কারণ এতে তার পরকাল বরবাদ হয়ে যাবে	None	Little to None	None
795985	মালয়েশিয়া নিয়ে এইযে নাটক শুরু হইলো কবে শেষ হবে নাটক	None	Little to None	None
871434	কাকা কোচ হিসেবে ব্যবহার করা যায়	None	Little to None	None
197291	ওবায়দুল কাদের চিকিৎসার জন্য সিঙাপুরে যায় কেন	None	Little to None	None
268020	পুলিশকে খুশি রাখতে হবে	None	Little to None	None
728289	আমেরিকার বন্ধুত্বের চেয়ে প্রতিদন্ডি হলেই ভালো কারণ আমেরিকা ইজরায়েল পচ্রিমা সন্ত্রাসী জুংগী দের উচিৎ শিক্ষা দিতে হবে রাশিয়া উত্তর কোরিয়ার ইরান সফল হবে আমেরিকার ধ্বংস সংনিকট্রে	Political Hate	Severe	Society
318553	এইসব অমানবিক অমানুষরা কেন মাবাবা হন	None	Little to None	None
926932	আমাদের কোন ম্যাচ জিতার আসংখ্যা নেই তাই সাংবাদিক ভাই ভালো করে বুজিয়ে দিয়েছে আমাদের সান্ত্বনা পুরস্কার ৭০ লাখ	None	Little to None	None
321299	ইনশাল্লাহ্অচিরে হারিয়ে যাবে	None	Little to None	None
184824	হাছাইন্না তোরে মন চায় কথায় কথায় থাপরাইতে	Profane	Mild	Individual
125019	একজন মার এই অবস্তা এই অনেক দুখের বিসয় আসা করি পুলিশ ওনার ফেমিলির লোকদের বেরকরবে ওরাই এই কাজ করেছে	None	Little to None	None
784367	বাংলাদেশের মাছের ভেতরে প্রচির পরিমানে ময়লা পাওয়া যায় মিয়ানমারের মাছ পরিষ্কার পরিচ্ছন্ন পাওয়া যায় অসাধু ব্যবসায়ীদের কারনে সারাবিশ্বে বাংলাদেশের সম্মান নষ্ট হচ্ছে আসলে বাবা মা খারাপ হলে সন্তান খারাপ হওয়াটা সাভাবিক	None	Little to None	None
560282	বেতন বৈষম্য দূর করেন কারও বেতন এবং সুযোগ সুবিধা আকাশে নিচের পদবীদের একটু দেখেন	None	Little to None	None
100832	ভিসা নিষেধাজ্ঞার অগ্রিম বার্তা	None	Little to None	None
56539	অবৈধ শুয়োরের বাচ্চা ডাকাতের বাচ্চা বলে কি	Profane	Severe	Individual
1272	বিমা কম্পানি গুলো যথা সময়ে টাকা পরিশোধ করে না	None	Little to None	None
386299	আল্লাহ তা নিজের লোককে বাঁচাতে পারে না সে পৃথিবী কিভাবে কন্ট্রোল করে	None	Little to None	None
242901	মুল কথা হলো জেরুজালেম থেকে ইহুদিদের মাসিয়া এসে বিশ্ব শাসন করবে আর মাসিহা কখনো আসতে পারবেনা যতদিন না ইহুদিদের মাসিহ দাজজাল এর জন্য একটি ইজরায়েল রাষ্ট্র তৈরি না হয় এবং রাষ্ট্র হতে হবে এমন যে বিশ্ব শাসন করার মত ক্ষমতা রাখে ঐ মাসিহা আসবে পরমাণু যুদ্ধের ছয় বছর পড়ে এই জন্য ইজরায়েল পৃথিবীতে একটি পরমাণু যুদ্ধ লাগানোর জন্য কাজ করে যাচ্ছে	None	Little to None	None
311254	সাকিব ছাড়া বাংলাদেশ ০০০০০০০	Abusive	Little to None	Society
806065	জেলেনেস্কির আত্নহত্যা করা ছাড়া উপায় নাই	None	Little to None	None
314186	লজ্জা তো যাদুঘরে পাপনের কি করার আছে	Abusive	Little to None	Individual
277069	ভারত নিয়ে অনুসন্ধানি রিপোর্ট করো তাহলে এই সরকার বাঁশ দিবে	Political Hate	Mild	Society
485125	গুলি করে মেরে ফেলে উচিৎ ছিল	Abusive	Severe	Individual
534369	স্টেজ শো করার মতো কি পারফরমেন্স আপনি জানেন আপনি শুধু জানেন ওই সিল মাইরা দিমু সানডে মানডে ক্লোজ কইরা দিমু কাপড় খুইলা ফালামু	None	Little to None	None
463124	সংবাদ এর মাঝেই এট দিচ্ছে এজন্য দিছলাইক	None	Little to None	None
252337	বেকারদেরকে কোথায় ভাতা দেয়া দরকার তা না করে যারা তাদের কাছে থেকেও ভ্যাট ও আবেদন ফি এর নাম করে শোষনের ব্যবস্থা করছে তারা সকলেই মানসিক ভাবে বিকারগ্রস্ত ধিক্কার জানাই এসব মাথামোটা কু চিন্তাধারী ব্যবসায়ীদের কর্মসংস্থান করে দিতে পারে না তা নিয়ে এদের লজ্জা হয় না এই লজ্জাহীনরা আবার বেকারদের সাথে ফাজলামো করে কোথায় কর্মসংস্থান করতে না পারায় মাফ চেয়ে আবেদন ফি ছাড়া পরীক্ষার ব্যবস্থা করা দরকার তা না করে ফি ভ্যাট	Abusive	Mild	Organization
604259	দেশের জিনিসপত্রের দাম কমাতে হবেনা হয় সরকার পতন হবে	Political Hate	Mild	Organization
535098	নাইজেরিয়ানকে বিয়ে করতে হবে কেন দেশে কি ছেলের অভাব আছে	Abusive	Little to None	None
364534	এইসব পুরনো নিউজ তোদের দ্বারাই সম্ভব কারণ তোরাতো সরকারের দালালী করতেই দিন শেষ সব টিভি চ্যানেল এই নিউজ ও ভিডিও দেখানো শেষ করেছে আর এখন নিয়ে আসছিস তোরা এমন পা চাটা দালালী বাদ দিয়ে দেশের মানুষের মতামত কে অগ্রধিকার দে	Political Hate	Mild	None
62663	বাংলাদেশের সব থেকে সুন্দর ও শান্তির শহর আমাদের খুলনা	None	Little to None	None
154198	ঠিকানা পাও জাবেকি	None	Little to None	None
196039	এখন যেটা করছেন এটা হচ্ছে মিরজাফরের লক্ষ্মণ	Abusive	Little to None	Individual
2498	ধের্য ধরার প্রয়োজন মনে করি নাবাংলাদেশের কোনো লোক না আসেএই বিষয় মাথার রাখতে হবে	None	Little to None	None
70241	তোর পিছন দিয়ে সেতু ঢুকিয়ে দেওয়া হবে	Abusive	Severe	Individual
360476	অপবিত্র স্থান বানিয়ে ফেলা হয়েছে অনেক আগে তাই আরো বড় কিছু হবে ইনশাআল্লাহ	None	Little to None	None
926999	জেতার আগে কত টাকা বাঁশ যাবে তার কথা ভাবো	Abusive	Little to None	Individual
643579	এমন আবুল কালাম আজাদ যদি ঘরে ঘরে হইতো তাহলে বাংলাদেশ সোনার বাংলাদেশে পরিনত হইতো	Political Hate	Mild	Individual
845592	অল্প পানির মাছ বেশি পানিতে গেলে যা হয়	None	Little to None	None
728381	শুভকামনা রইল রাশিয়ার জন্য	None	Little to None	None
126830	কোমল দে আর ইলিয়াস হোসাইন	None	Little to None	None
482969	এই ছাগলরে ত্যাগ করেছে তার বৌ ভাল করে চিন্তা করা উচিৎ ক্যান সে বৌয়ের সন্মান ভালোবাসা পেতে ব্যার্থ হলো	Abusive	Mild	Individual
306243	ভারতের মাটিতে মেক্সওয়েল কে অবশ্যই দলে নিবে	None	Little to None	None
440429	ফেক নিউজ এ চ্যানেল ভারত বিরোধী	Abusive	Little to None	Organization
937521	আর কোন দল পায় না কি পতিপক্ষ	Political Hate	Little to None	Organization
89605	য় অভিনয়ের জন্য মজুরি১০০০ টাকা	None	Little to None	None
877179	আরে ভাই পুলিশের দোষ নেই৷ঐ পারমানিক্কা কোর্টে মামলা দিয়া ভেজাল বাধাইছে৷মানিক্কার এত সাহস কেন তারে জিগান৷	Abusive	Mild	Individual
185651	ভারতের তাবেদারী আর দালালী করে আবার অন্যদের কে বলেন বিরোদীরা লবিস্ট করেএতো মিথ্যা কথা সরকারের লোকেরা কি করে বলেপুলিশ আর কোট কাচারীর অবৈধ পথ পরিহার করেননইলে জনগনের তোপের মুখে মহা জামেলাতে পরবেনআপনাদের বানানো সংবিদানের টালবাহানা জনগন মানেনাপুলিশ দিয়ে জনগনকে পিটিয়ে জেল হাজতে ভরে দিয়ে আবার জনগনের দোহাই দেন কোন মুখেলজ্বা হায়া শরম কি সব গুলে খেয়েছেনএই আঃলীগ জনসমর্থন শুন্য বিদেশীদের একমাত্র ভারতের প্রত্যাহ্ম উস্কানীতে গনতন্ত্রকে ধ্ধংশ করেছেনমানবতাকে গলাটিপে হত্যা করেছেন আর কি চান	Political Hate	Mild	Society
80345	এতকিছু করার পরও কিছু কিছু রাজাকার আছে দেশের কোন উন্নয়ন হয় নাই বলে বিএনপির রাজাকাররা	Political Hate	Mild	Organization
124329	পরিবারের সম্মান এর কথা ভুলে নিজের ইচ্ছাকে প্রাধান্য দিয়ে যে ছেলের হাত ধরে ছিল সেই ছেলে আজ তাকে পথে বসিয়েছে এই মেয়েটির জন্য কোন সমবেদনা নেই কিন্তু এই ছোট্ট ফুটফুটে শিশুটি তো কোনো অপরাধ করেনি ডিএনএ টেস্টের মাধ্যমে এর বাবার পরিচয় নিশ্চিত করে ওর বাবার উপযুক্ত শাস্তির ব্যবস্থা করা উচিত এবং এই ছোট্ট ফুটফুটে শিশুটিকে তার অধিকার ফিরিয়ে দেয়া হোক	None	Little to None	None
30121	কম খাওয়া হলে ওজন কমাতে সাহায্য করবে	None	Little to None	None
188977	তুই রাজাকারের সন্তান বলছত এটা সাজানো নাটক	Abusive	Mild	Individual
648463	বাই হাছিনা বারতের	None	Little to None	None
283018	অভিনন্দন ও শুভকামনা	None	Little to None	None
204743	কেন মুসলমান হয়ে মুসলমানকে আঘাত করে ঃহযরত মুহাম্মদ স বলেছেনঃ মুসলমান ঐ ব্যক্তি যার হাত এবং জিহ্বা অপর মুসলমান নিরাপদ থাকে দুনিয়ার সার্থে আখেরাত শেষ করো না মুসলিম জাতি তাহলে তোমাদের মধ্যে তৃতীয় পক্ষ কাফের ঢুকে সুযোগ নেবে	None	Little to None	None
469380	হাস্যকর এ সব নিউজ এখানে র্্যাব মোতায়েন করছে অভিযান চলছে আবার শুনি দুই গ্রুপের সংর্ঘস	None	Little to None	None
838054	তারেক থাকে মহাসুখে অট্টালিকার পরে কর্মীরা কত কস্ট পায় মেঘ বৃষ্টি ঝড়ে	None	Little to None	None
234916	এ হাহা রিয়েক্ট চাই	None	Little to None	None
827057	এরা সারা বিশ্বের সন্ত্রাসী দমন করতে চায় অথচ এদের দেশের সবাই সন্ত্রাসী	Abusive	Severe	Society
874320	কাজী সালাউদ্দিন এর হোগায় লাত্থি মাইরা খেদাইলে সম্ভব	None	Little to None	None
916010	এটা বাদ দেয়া ঠিক হয় নি	None	Little to None	None
494338	বর্তমানে রাজনীতি ধোকাবাজী আর ধান্দার খেলা৷ এখানে সবাই নিজের স্বার্থের জন্যই ঘোরে৷ রাজনীতি এখন নোংরা খেলার নাম৷ এখানে নিজের স্বার্থের জন্য নিজ দলের লোককেই খুন করা হয় আই হেইড রাজনীতি	Political Hate	Mild	Society
378249	কিয়ামত প্রর্যন্ত এই ইহুদি গোষ্টি কোন স্থায়ী ঠিকানা পাবেনা এরা যা যা বর হয় থাকবেএদের কুকর্মের জন্য হযরত উমর রাঃ মক্কা মদিনা থেকে এদের বিতাড়িত করে বের করে দেয়সেই থেকে এরা স্থায়ী ঠিকানাহীন	Religious Hate	Mild	Community
934054	ফলাফল হতাশা ব্যান্জক নিঃসন্দেহে	None	Little to None	None
742872	পাইলে খুশি হইতি এই রেফারির আগের অনেক বিতর্ক স্বত্বেও কেন বড় ম্যাচে দায়িত্ব পায় বিশ্লেষণ করে রিপোর্ট বানা মেরুদন্ডহীন নিউজ এজেন্সি চাটাচাটি সংবাদ সোর্স একটা	Abusive	Mild	Organization
330936	সালা একটা গাজা খোর	Abusive	Mild	Individual
454939	কুত্তার বাচ্চারা খবরের ভিতরে আবার অ্যাড চোদায়	Profane	Severe	Individual
325978	এজন্যই তো আরো লং টাইম শেখ হাসিনাকে দেশের রাষ্ট্র নায়ক হিসেবে থাকা দরকার	None	Little to None	None
464798	রোজার মাসে ও বাটপারি আল্লাহ্ আপনি ওদের সঠিক পথে আনেন আমিন	None	Little to None	None
782786	কিমের কে ছিড়ে	None	Little to None	None
247288	সোলার প্যানেলের বিদ্যুৎ লাভের সম্ভাবনা কম জনবহুল স্থানে জায়গার অপচয়ের মহোৎসব চলছে জমি অধিগ্রহণ করে এর চাইতে বায়ুতে সক্রিয় টারবাইন বসালে সেম জায়গায় আরো আরো বেশি বিদ্যুৎ পাওয়া যেতো জমিতে চাষা বাদ ও হতো সোলার প্যানেলের বিদ্যুৎ কেবলমাত্র সূর্যের আলোতেই বিদ্যুৎ পাওয়া যায় রাতে ও ঝর বিস্টি শীত কালে বিদ্যুৎ পাওয়া যায় না	None	Little to None	None
256977	চাপা বাজি ছাড়া কিছুই না	Abusive	Little to None	None
786038	একজন ইসরায়েলর সৈন্য মারা হয়েছে আলহামদুলিল্লাহ	Abusive	Little to None	None
429202	নগদ পেমেন্টে পাচ্ছেন কোটি টাকার বিএমডব্লিউ ঘন্টায় ঘন্টায় ১০০ ক্যাশব্যাক দালালের বাচ্চারা এমবি খরচ হয় আমার আর তুই দেশ এড	Abusive	Little to None	None
780493	কি হাস্যকর ভারতের আপত্তি পূর্ব পশ্চিম দুই দিগন্তে যুদ্ধ বিমান নিজে কিনবে আর পাকিস্তান কিনলে সমস্যা	None	Little to None	None
642866	আমার বিজিবি রেডি আছি আয়	None	Little to None	None
383291	মুসলিম রাষ্ট্র গুলো ফিলিস্তিনর হয়ে ইজরাইলে হামলা করা উচিৎ	Religious Hate	Little to None	Society
933060	কথা আজ ১০০ সত্য প্রমাণিত হলো	None	Little to None	None
417695	সেনাবাহিনী না বলে বেইমান বাহিনী বলা উচিত	Abusive	Mild	Organization
326137	তোরা সময় টিভি এসবের কি জানিস যা করছিলি তাই কর আওয়ামীলীগ ভারতের দালালি	Abusive	Little to None	Organization
81247	পৃথিবীতে সবচেয়ে সুখী মানুষ যাঁর কোনো লজ্জা শরম নেই	Abusive	Severe	Individual
37166	স্মার্ট বাংলাদেশ হাসিনার স্বপ্ন পূরণ আরেক ধাপ এগিয়ে উন্নত বিশ্বের কাতারে বাংলাদেশের উন্নয়নের অগ্র যাত্রা	None	Little to None	None
392948	জি ২০ জোট কে অবজ্ঞা করা বা মুল্যহীন করা বুজতে পারছেন এটাই রাজনীতি	None	Little to None	None
571552	ঠিক আছে সত্য	None	Little to None	None
54694	তার আচরন সব সময় আক্রমনাত্মক	Abusive	Little to None	None
475111	মটরসাইকেল চলাচলই স্বাভাবিক ব্যাপার ছিলো সেটা বন্ধো করে জনগনের অধীকার হরন করছিল সরকার এখন ক্ষমতার রাজনীতি জনগন সন্তুষ্টির ব্যাপারটা মাথায় আসছে তাই সামনের নির্বাচন বিবেচনায় মটরসাইকেল চলাচলের অনুমতি মিলছে সরকার পরিস্তিতি বিবেচনায় জনগনকে সুবিধা দেয়া না দেয়ার কথা চিন্তাকরে এনিয়ে খুব বেশী প্রশংসার কিছু নেই কিছু দিন আগেও ঘোষনা আসছিলো ফেরীতে পারহতে হবে তিনঘন্টা পরপর পার হওয়া যাবে এখন হঠাৎই অনুমতি মিলছে	None	Little to None	None
935847	তৈলবাজ ডমিঙ্গো সাহেব	Abusive	Little to None	Individual
458942	ইয়া আল্লাহ আপনি আমাদের কে মাফ করে দিয়েন সকাল বিপদ থেকে আপনি আমাদের কে হেফাজত করুন আমিন আমিন আমিন	None	Little to None	None
733319	বাংলাদেশের মুসলিম ভাই রা কই	None	Little to None	None
747588	ধন্যবাদ সৌদি আরব কেমেসি চায়ের কাপ নিয়ে যাবে দেশে কোন বিশ্বকাপ ট্রফি জিততে পারে নিসে নাকি আবার রেকাড করে ফালতু একটা মেসি বনধ্য মেসি বুড়ো মেসি কে এবার অবসর দিন আমরা আর বিধর্মী দের সাপাট করবে নাআজ থেকে মুসলিম দেশ কে সাপাট করবোএটা কিকেট না যে উইকেট এর সাথে সম্পর্ক আছে আর্জেন্টিনা দলের সমর্থক গুলো খুব ভালো চাপা মারতে পারে সৌদি আরব ভালো খেলে জিতে ছে	Abusive	Little to None	None
782440	ন্যাটো আর পশ্চিমদের মূল টার্গেট পুতিনের সামরিক শক্তি ধ্বংস করা যা পুতিন কাকু কিছুটা টের পাইছে এখন জোয়ান বৃদ্ধ সবাইকে জোর করে যুদ্ধে পাঠাচ্ছে	Abusive	Mild	Organization
675250	হালকা গরম গরমই খেতে ভালো লাগে	None	Little to None	None
618082	বাবুল আক্তার নির্দোষ এই মামলার বাদী বনজ কুমার দাস একজন চোর	Abusive	Mild	Individual
662009	আমি এই হাসপাতালে চিকিৎসা নিয়েছিতখন ও দেখেছি কতৃপক্ষের কিছু ঝামেলা হয়েছে	None	Little to None	None
285405	মসজিদ ভেঙ্গে রাম মন্দির করার প্রতিবাদ জানান	None	Little to None	None
3310	অবৈধ সরকার কিভাবে বৈধ চুক্তি করবে তা বোধগম্য নয়	Political Hate	Little to None	Organization
836367	এত ভাল লোক চেয়ারম্যান নির্বাচনে যে ঘটনাটা ঘটেছে এটা কারো অজানা নয় এটা মিথ্যাবাদী একজন লোক প্রথমদিকে আমি এর ভক্ত ছিলাম সবাইকে বলেছিলাম তিনি একজন ভালো লোক ধীরে ধীরে তার রূপ গুলো দেখতে পাচ্ছি কথায় ফেরেশতার মতোচলে	None	Little to None	None
298513	ইসরায়েলের পক্ষ নিলে নুরাকে ধিক্কার	Abusive	Mild	Individual
683583	উদ্ব্যোগ টা ভালো তবে সরকার উদ্দেশ্য জেলে জায়গা নেই	None	Little to None	None
545168	আলহামদুলিল্লাহ মিষ্টি বিতরণ করব	None	Little to None	None
84843	আমাদের ঢাকা ৫ আসনের সজল ভাই	None	Little to None	None
666902	মানুষ দিন দিন যেভাবে হিংস্র হয়ে উঠছে ছোট ছোট বিষয় মানুষ	None	Little to None	None
9449	এসব ব্যবসায়ীরা জুলুম করে ব্যবসা করবে দুইদিন পরে আবার হজ্ব করতে যাবে	Abusive	Mild	Community
602628	সবাই তোমাকে কষ্ট দিবে কিন্তু তোমার এমন একজন কে খুঁজে নিতে হবে যেন তার দেয়া কষ্ট তুমি সহ্য করতে পারব	None	Little to None	None
251492	পরিচালনার দায়িত্ব বিদেশি কোন সংস্থাকে দেওয়া হওক	None	Little to None	None
312870	নতুন করে কোচ দের উপর দোষ ছাপাতে এইসব নাটক সাকিব তোমার নাটক গুলো একন আর খবেনা জনগণর	Abusive	Mild	Individual
298633	যাদের দেশে গণতন্ত্র নাই জনগণের অধিকার নাই তারাই ভোট বিহীন অবৈধ সরকারের পক্ষে অবস্থান নিবে	Political Hate	Mild	Society
320967	কেনদেশ ছেড়ে পালাচ্ছেন নাকি	Abusive	Little to None	Individual
373681	ফিলিস্তিনে গনহত্যা চালিয়ে আমাদেরকে মানবতা শিখাতে আসলে পশ্চিমা দেশগুলোকে জুতা পেটা করা হবে	Abusive	Severe	Community
776048	আপনাদের কথা শুনে মনে হচ্ছে আমাদের দেশের অবস্থা মনে হয় খুব ভালো	None	Little to None	None
113742	এখন কেদে কেদে লাভ নেইআগে চিনতা করার দরকার ছিলোসব দোষ ওই বিদেশে পালিয়ে থাকার চোরের ওই চোরের পথে যেই চলবেসব শেষঠিক কি না বলুন	Abusive	Little to None	Individual
783879	বাংলাদেশেও একই অবস্থা রোহিঙ্গাদের খুজ খবর নিয়ে দেখতে পারেন	None	Little to None	None
341202	এই জানুয়ারদের ঠিক মতো বিচার হয়না বিদায় দিন দিন এই ধরনের ঘটনা বাড়তেছে	Profane	Severe	Community
665505	তোদের মত আইনজীবীদেরকে আর বিচারপতিদের কে জুতা দিয়া বাইরাইয়া উচিত তোরা বাংলাদেশের বিচারপতি নামে কলঙ্ক	Abusive	Severe	Community
511470	হঠাৎ দেখবেন একদিন সালমান খান তার সন্তান বউ নিয়ে হাজির হবে মিডিয়ার সামনে	None	Little to None	None
545207	ফারুক সাহেবের বানী ইসলাম কায়েমের জন্য মুক্তিযুদ্ধ করি নি	None	Little to None	None
764964	অর্থনীতিবিদ তথা দেশের সরকার সবাই বলে রেমিটেন্স কেন আসে না রেমিটেন্স কেন আসে না শুধু রেমিটেন্সটাই দেখেন প্রবাসীদের সুযোগ সুবিধা টা কখনই দেখেন না মাননীয় প্রধানমন্ত্রী নিকট আকুল আবেদন রেমিটেন্স যোদ্ধাদের একটু অগ্রাধিকার ভিত্তিতে নজর দিবেন ধন্যবাদ আপনাকে	None	Little to None	None
36406	এই মানুষ গুলা যদি সবাই মারা যেতো তখন কি হত	Abusive	Severe	Community
784268	একজন নেশাগ্রস্ত প্রেসিডেন্টের কথা পশ্চিমারা যা খুশি তাই রাশির বিরুদ্ধে করছে এমনকি কুলাঙ্গার আমেরিকার মদনপোস্ট পশ্চিমা নেতারা নিজেদের জনগণের কথা চিন্তা করছেন না পশ্চিমা নেতারা তাদের নিজ দেশের জনগণের সাথে প্রতারণা করছে	Abusive	Mild	Society
142002	বুড়ি ত লালে লাল হয়ে গেছে	Abusive	Little to None	Individual
